Account.ExternalID__c,Amount,CloseDate,CreatedDate,LeadSource,Name,StageName,Type,Difficulty__c,ExternalID__c
ACC-152,181000,2024-07-29,2024-01-11T12:53:00+0200,Direct Mail,Syndicate open-source action-items,Needs Analysis,Existing Customer - Upgrade,65,Opp-362
ACC-152,124000,2025-01-15,2022-10-09T14:26:00+0200,Other,Enhance next-generation architectures,Perception Analysis,Existing Customer - Replacement,80,Opp-363
ACC-153,98000,2024-09-20,2022-07-02T07:36:00+0200,Partner Referral,Engineer cutting-edge action-items,Needs Analysis,Existing Customer - Replacement,30,Opp-364
ACC-154,193000,2024-09-16,2025-02-01T02:42:00+0200,Web,Deploy mission-critical convergence,Proposal/Price Quote,Existing Customer - Replacement,90,Opp-365
ACC-154,26000,2024-08-28,2023-08-12T19:14:00+0200,Partner Referral,Expedite leading-edge platforms,Negotiation/Review,New Customer,85,Opp-366
ACC-154,93000,2025-01-04,2021-01-10T06:17:58+0200,Trade Show,Optimize 24/365 niches,Qualification,New Customer,20,Opp-367
ACC-155,150000,2024-10-10,2022-04-30T16:50:00+0200,Web,Deliver customized interfaces,Value Proposition,Existing Customer - Upgrade,35,Opp-368
ACC-155,60000,2025-02-04,2023-11-10T06:08:00+0200,Direct Mail,Envisioneer bleeding-edge interfaces,Closed Won,Existing Customer - Downgrade,65,Opp-369
ACC-155,67000,2024-06-09,2024-10-02T06:44:00+0200,Web,Productize integrated technologies,Qualification,Existing Customer - Downgrade,45,Opp-370
ACC-155,119000,2024-04-06,2021-11-10T21:45:00+0200,Direct Mail,Implement dynamic interfaces,Closed Won,New Customer,30,Opp-371
ACC-156,180000,2024-12-18,2025-03-12T17:08:00+0200,Web,Iterate leading-edge e-commerce,Perception Analysis,Existing Customer - Upgrade,50,Opp-372
ACC-157,141000,2025-01-14,2020-08-10T03:47:00+0200,Phone Inquiry,Exploit cutting-edge channels,Negotiation/Review,Existing Customer - Upgrade,10,Opp-373
ACC-158,238000,2024-05-01,2024-03-02T06:08:58+0200,Partner Referral,Orchestrate impactful partnerships,Negotiation/Review,Existing Customer - Upgrade,55,Opp-374
ACC-158,191000,2024-08-15,2024-01-01T01:05:00+0200,Phone Inquiry,Orchestrate e-business schemas,Value Proposition,Existing Customer - Replacement,90,Opp-375
ACC-158,86000,2024-04-11,2025-02-06T06:53:00+0200,Phone Inquiry,Utilize value-added bandwidth,Negotiation/Review,Existing Customer - Upgrade,0,Opp-376
ACC-159,211000,2024-11-22,2024-10-09T03:13:00+0200,Trade Show,Deploy clicks-and-mortar bandwidth,Closed Lost,Existing Customer - Replacement,65,Opp-377
ACC-159,140000,2024-06-23,2023-04-12T11:26:00+0200,Web,Reinvent cross-media e-services,Id. Decision Makers,New Customer,20,Opp-378
ACC-159,246000,2025-02-26,2023-04-02T15:20:00+0200,Web,Synergize global users,Value Proposition,Existing Customer - Replacement,90,Opp-379
ACC-159,71000,2025-02-24,2020-03-04T14:19:00+0200,Direct Mail,Iterate transparent web-readiness,Needs Analysis,Existing Customer - Replacement,70,Opp-380
ACC-159,47000,2024-10-21,2023-12-01T12:51:00+0200,Web,Empower mission-critical markets,Perception Analysis,Existing Customer - Replacement,20,Opp-381
ACC-159,185000,2024-04-12,2021-04-06T22:41:00+0200,Other,Benchmark 24/365 users,Negotiation/Review,Existing Customer - Upgrade,10,Opp-382
ACC-159,248000,2025-01-06,2022-11-12T10:09:00+0200,Partner Referral,Streamline rich paradigms,Closed Won,Existing Customer - Replacement,70,Opp-383
ACC-161,136000,2024-09-13,2020-05-12T02:01:00+0200,Trade Show,Grow magnetic roi,Value Proposition,Existing Customer - Downgrade,20,Opp-384
ACC-162,159000,2024-12-05,2021-06-06T23:39:00+0200,Trade Show,Harness granular vortals,Closed Won,Existing Customer - Downgrade,95,Opp-385
ACC-162,108000,2024-11-07,2020-08-02T16:00:00+0200,Web,Unleash viral roi,Id. Decision Makers,Existing Customer - Replacement,0,Opp-386
ACC-162,194000,2024-08-18,2022-10-05T14:15:00+0200,Web,Orchestrate ubiquitous communities,Negotiation/Review,Existing Customer - Downgrade,95,Opp-387
ACC-162,16000,2024-04-18,2022-02-28T19:38:58+0200,Direct Mail,Matrix bricks-and-clicks web-readiness,Needs Analysis,Existing Customer - Upgrade,85,Opp-388
ACC-162,88000,2024-10-13,2021-04-06T08:37:00+0200,Other,Transform dynamic metrics,Perception Analysis,New Customer,20,Opp-389
ACC-163,145000,2024-04-18,2023-05-11T21:31:00+0200,Other,Re-intermediate global web-readiness,Negotiation/Review,Existing Customer - Replacement,20,Opp-390
ACC-163,114000,2024-04-16,2022-05-08T14:37:00+0200,Web,Productize efficient mindshare,Closed Won,Existing Customer - Downgrade,30,Opp-391
ACC-163,63000,2024-08-01,2022-10-02T07:12:00+0200,Direct Mail,Whiteboard clicks-and-mortar communities,Value Proposition,Existing Customer - Replacement,5,Opp-392
ACC-163,140000,2024-07-09,2020-04-01T08:26:00+0200,Phone Inquiry,Syndicate compelling metrics,Closed Lost,Existing Customer - Downgrade,95,Opp-393
ACC-163,164000,2024-10-05,2020-08-08T23:46:00+0200,Other,Enhance cross-media platforms,Negotiation/Review,Existing Customer - Upgrade,40,Opp-394
ACC-163,158000,2024-05-05,2023-06-03T14:15:00+0200,Partner Referral,Maximize visionary communities,Perception Analysis,Existing Customer - Downgrade,100,Opp-395
ACC-164,14000,2024-05-03,2023-10-09T12:26:00+0200,Trade Show,Drive clicks-and-mortar initiatives,Closed Won,Existing Customer - Replacement,85,Opp-396
ACC-164,99000,2024-04-12,2021-01-08T15:00:00+0200,Direct Mail,Redefine proactive infrastructures,Id. Decision Makers,New Customer,75,Opp-397
ACC-164,156000,2024-09-15,2023-07-07T23:15:00+0200,Direct Mail,Mesh sticky convergence,Perception Analysis,New Customer,40,Opp-398
ACC-164,51000,2025-03-03,2024-11-10T08:03:00+0200,Direct Mail,Deliver distributed deliverables,Value Proposition,Existing Customer - Downgrade,60,Opp-399
ACC-164,50000,2024-04-21,2022-10-09T13:07:00+0200,Direct Mail,Exploit enterprise models,Value Proposition,Existing Customer - Downgrade,65,Opp-400
ACC-165,227000,2025-03-08,2024-07-09T13:09:00+0200,Partner Referral,Enable revolutionary web-readiness,Needs Analysis,Existing Customer - Upgrade,50,Opp-401
ACC-165,150000,2024-06-29,2024-06-09T17:32:58+0200,Web,Productize turn-key networks,Qualification,New Customer,100,Opp-402
ACC-165,245000,2024-07-08,2024-11-08T21:20:00+0200,Phone Inquiry,Transform holistic users,Negotiation/Review,Existing Customer - Upgrade,30,Opp-403
ACC-166,181000,2024-08-16,2020-09-10T16:52:00+0200,Other,Redefine seamless methodologies,Value Proposition,Existing Customer - Downgrade,65,Opp-404
ACC-166,61000,2024-08-08,2023-09-01T18:45:00+0200,Other,Grow cutting-edge deliverables,Negotiation/Review,Existing Customer - Upgrade,30,Opp-405
ACC-168,28000,2024-09-07,2020-03-11T02:14:00+0200,Web,Enhance frictionless markets,Value Proposition,Existing Customer - Upgrade,55,Opp-406
ACC-168,236000,2024-07-27,2025-03-08T00:08:00+0200,Web,Transition revolutionary models,Value Proposition,Existing Customer - Upgrade,55,Opp-407
ACC-168,174000,2024-04-04,2020-07-10T03:47:00+0200,Other,Target leading-edge channels,Qualification,Existing Customer - Downgrade,5,Opp-408
ACC-169,55000,2024-10-16,2022-12-11T23:14:00+0200,Direct Mail,E-enable b2c applications,Closed Lost,Existing Customer - Downgrade,70,Opp-409
ACC-169,97000,2024-08-07,2021-02-04T15:22:00+0200,Trade Show,Enable dot-com portals,Proposal/Price Quote,Existing Customer - Upgrade,80,Opp-410
ACC-169,13000,2024-08-18,2023-02-28T14:42:00+0200,Web,Harness global e-commerce,Closed Lost,Existing Customer - Upgrade,30,Opp-411
ACC-169,150000,2024-08-05,2021-04-10T01:52:00+0200,Partner Referral,Expedite global markets,Needs Analysis,Existing Customer - Replacement,30,Opp-412
ACC-170,225000,2025-02-03,2022-08-08T13:38:00+0200,Direct Mail,Engage distributed systems,Perception Analysis,Existing Customer - Replacement,75,Opp-413
ACC-171,155000,2025-02-14,2022-01-02T03:17:00+0200,Direct Mail,Grow 24/7 relationships,Closed Lost,Existing Customer - Replacement,0,Opp-414
ACC-172,11000,2025-01-25,2023-08-03T03:36:00+0200,Direct Mail,Leverage magnetic interfaces,Perception Analysis,Existing Customer - Downgrade,40,Opp-415
ACC-172,75000,2024-05-05,2021-10-09T08:37:00+0200,Trade Show,Drive e-business e-commerce,Qualification,Existing Customer - Downgrade,35,Opp-416
ACC-172,71000,2024-08-05,2024-06-08T18:08:58+0200,Trade Show,Enhance mission-critical bandwidth,Qualification,New Customer,50,Opp-417
ACC-173,110000,2024-10-05,2022-12-02T02:12:00+0200,Phone Inquiry,Incentivize end-to-end networks,Needs Analysis,New Customer,45,Opp-418
ACC-173,127000,2024-06-10,2023-02-03T20:32:58+0200,Direct Mail,Engage e-business eyeballs,Qualification,Existing Customer - Upgrade,75,Opp-419
ACC-174,116000,2024-06-11,2021-01-03T04:56:00+0200,Other,Enable dynamic deliverables,Closed Won,Existing Customer - Upgrade,10,Opp-420
ACC-174,117000,2024-06-06,2020-04-02T09:27:00+0200,Direct Mail,Target innovative bandwidth,Proposal/Price Quote,New Customer,65,Opp-421
ACC-174,11000,2024-06-14,2023-04-12T09:38:00+0200,Phone Inquiry,Re-intermediate bricks-and-clicks convergence,Id. Decision Makers,New Customer,40,Opp-422
ACC-174,127000,2024-05-03,2024-04-08T07:07:00+0200,Trade Show,Drive user-centric web-readiness,Closed Lost,Existing Customer - Replacement,90,Opp-423
ACC-174,111000,2025-01-31,2021-04-02T23:01:00+0200,Direct Mail,Maximize world-class networks,Id. Decision Makers,New Customer,100,Opp-424
ACC-174,98000,2024-08-18,2024-04-02T03:13:00+0200,Web,Deploy bricks-and-clicks methodologies,Proposal/Price Quote,Existing Customer - Downgrade,80,Opp-425
ACC-175,192000,2025-02-07,2020-03-31T21:58:00+0200,Other,Grow magnetic functionalities,Prospecting,New Customer,50,Opp-426
ACC-175,76000,2025-03-02,2022-05-10T06:45:00+0200,Other,Utilize extensible info-mediaries,Closed Won,Existing Customer - Upgrade,35,Opp-427
ACC-175,124000,2025-03-12,2021-01-05T00:08:58+0200,Trade Show,Drive robust e-commerce,Perception Analysis,Existing Customer - Downgrade,25,Opp-428
ACC-176,104000,2025-02-22,2023-11-10T04:23:00+0200,Other,Re-contextualize synergistic methodologies,Prospecting,New Customer,60,Opp-429
ACC-176,55000,2024-09-21,2023-09-10T18:00:00+0200,Web,Exploit visionary niches,Perception Analysis,Existing Customer - Upgrade,100,Opp-430
ACC-177,108000,2025-01-11,2021-07-03T15:24:00+0200,Direct Mail,Exploit plug-and-play deliverables,Needs Analysis,New Customer,70,Opp-431
ACC-177,130000,2025-01-25,2022-01-01T19:45:00+0200,Other,Transition user-centric synergies,Value Proposition,New Customer,45,Opp-432
ACC-177,20000,2024-04-14,2024-06-05T22:07:00+0200,Other,Redefine transparent portals,Prospecting,New Customer,5,Opp-433
ACC-177,164000,2024-06-11,2020-01-12T13:27:00+0200,Trade Show,Architect out-of-the-box synergies,Proposal/Price Quote,New Customer,90,Opp-434
ACC-177,231000,2024-04-19,2022-11-02T13:43:00+0200,Partner Referral,Benchmark turn-key initiatives,Qualification,New Customer,45,Opp-435
ACC-177,210000,2024-11-22,2020-11-12T05:39:00+0200,Phone Inquiry,Brand 24/7 eyeballs,Value Proposition,New Customer,95,Opp-436
ACC-178,70000,2025-02-11,2024-11-12T05:23:00+0200,Partner Referral,Brand front-end e-markets,Closed Won,Existing Customer - Replacement,5,Opp-437
ACC-178,158000,2024-09-09,2022-07-11T09:15:00+0200,Trade Show,Utilize clicks-and-mortar communities,Negotiation/Review,New Customer,10,Opp-438
ACC-179,143000,2024-06-12,2022-10-13T06:47:00+0200,Trade Show,Harness one-to-one users,Value Proposition,New Customer,90,Opp-439
ACC-179,11000,2024-04-13,2023-05-06T11:26:00+0200,Partner Referral,Exploit viral infrastructures,Value Proposition,Existing Customer - Upgrade,35,Opp-440
ACC-180,135000,2024-06-26,2023-05-04T22:52:00+0200,Web,Streamline virtual technologies,Prospecting,Existing Customer - Upgrade,95,Opp-441
ACC-181,185000,2024-08-15,2024-08-05T23:44:00+0200,Web,Syndicate killer interfaces,Perception Analysis,Existing Customer - Upgrade,40,Opp-442
ACC-181,216000,2024-09-04,2020-06-08T18:27:00+0200,Other,Maximize value-added e-commerce,Proposal/Price Quote,Existing Customer - Replacement,40,Opp-443
ACC-182,223000,2024-09-20,2024-02-10T01:59:00+0200,Direct Mail,Disintermediate turn-key networks,Qualification,New Customer,55,Opp-444
ACC-182,216000,2024-08-20,2022-04-05T07:47:00+0200,Phone Inquiry,Strategize innovative vortals,Id. Decision Makers,Existing Customer - Downgrade,0,Opp-445
ACC-182,105000,2025-01-12,2022-02-08T21:20:00+0200,Web,Implement end-to-end web-readiness,Closed Lost,New Customer,10,Opp-446
ACC-182,59000,2025-03-02,2020-07-07T00:24:00+0200,Web,Enable compelling models,Perception Analysis,New Customer,100,Opp-447
ACC-183,69000,2024-12-15,2024-07-05T05:51:00+0200,Phone Inquiry,Re-intermediate compelling solutions,Proposal/Price Quote,Existing Customer - Replacement,75,Opp-448
ACC-183,77000,2024-05-04,2025-01-01T03:27:00+0200,Phone Inquiry,Cultivate leading-edge deliverables,Proposal/Price Quote,Existing Customer - Downgrade,90,Opp-449
ACC-183,19000,2025-03-17,2024-11-02T14:28:00+0200,Phone Inquiry,Enhance holistic initiatives,Value Proposition,New Customer,20,Opp-450
ACC-184,61000,2024-12-26,2024-06-02T13:00:00+0200,Direct Mail,Enhance extensible action-items,Prospecting,New Customer,35,Opp-451
ACC-184,189000,2024-11-18,2022-06-10T00:15:00+0200,Trade Show,Matrix cross-platform e-services,Qualification,Existing Customer - Replacement,30,Opp-452
ACC-184,141000,2024-07-22,2020-01-07T15:02:00+0200,Phone Inquiry,Brand innovative relationships,Value Proposition,New Customer,5,Opp-453
ACC-185,199000,2024-06-25,2023-09-10T13:59:00+0200,Partner Referral,Matrix user-centric niches,Needs Analysis,Existing Customer - Upgrade,100,Opp-454
ACC-185,123000,2024-07-13,2021-07-05T15:36:00+0200,Trade Show,Empower end-to-end portals,Proposal/Price Quote,Existing Customer - Downgrade,45,Opp-455
ACC-185,90000,2024-07-16,2020-05-09T14:59:00+0200,Web,Unleash virtual technologies,Closed Won,Existing Customer - Upgrade,45,Opp-456
ACC-186,47000,2024-08-26,2020-06-03T10:05:00+0200,Partner Referral,Deploy cross-media metrics,Closed Lost,New Customer,40,Opp-457
ACC-186,175000,2024-10-27,2020-05-04T17:53:00+0200,Web,Seize clicks-and-mortar metrics,Qualification,Existing Customer - Upgrade,30,Opp-458
ACC-186,179000,2024-10-16,2023-08-13T02:12:00+0200,Trade Show,Expedite proactive e-markets,Perception Analysis,Existing Customer - Upgrade,75,Opp-459
ACC-186,74000,2024-08-23,2023-08-02T23:41:00+0200,Other,Integrate distributed bandwidth,Needs Analysis,Existing Customer - Replacement,0,Opp-460
ACC-187,117000,2025-03-06,2021-04-01T02:21:00+0200,Phone Inquiry,Repurpose bricks-and-clicks convergence,Prospecting,Existing Customer - Upgrade,100,Opp-461
ACC-187,112000,2024-11-19,2025-01-01T07:30:00+0200,Trade Show,Harness visionary niches,Id. Decision Makers,Existing Customer - Downgrade,90,Opp-462
ACC-187,182000,2025-01-22,2024-04-30T18:53:00+0200,Direct Mail,Empower customized solutions,Proposal/Price Quote,Existing Customer - Upgrade,95,Opp-463
ACC-187,192000,2025-01-19,2024-07-12T02:03:00+0200,Web,Target synergistic infrastructures,Closed Won,New Customer,45,Opp-464
ACC-187,13000,2024-11-30,2020-05-10T06:24:00+0200,Phone Inquiry,Drive best-of-breed initiatives,Perception Analysis,New Customer,75,Opp-465
ACC-187,123000,2024-11-28,2024-03-05T03:17:00+0200,Trade Show,Architect cutting-edge action-items,Perception Analysis,Existing Customer - Replacement,0,Opp-466
ACC-188,192000,2024-08-11,2025-02-09T10:21:00+0200,Trade Show,Embrace seamless models,Id. Decision Makers,Existing Customer - Replacement,50,Opp-467
ACC-188,73000,2025-02-23,2021-07-01T17:06:00+0200,Trade Show,Benchmark dot-com vortals,Id. Decision Makers,Existing Customer - Upgrade,100,Opp-468
ACC-189,60000,2024-10-06,2023-08-12T15:06:00+0200,Direct Mail,Empower open-source interfaces,Closed Won,Existing Customer - Replacement,75,Opp-469
ACC-189,34000,2024-11-28,2024-09-04T22:00:00+0200,Web,Cultivate vertical deliverables,Perception Analysis,Existing Customer - Downgrade,45,Opp-470
ACC-189,136000,2025-02-22,2023-08-01T04:43:00+0200,Partner Referral,Repurpose frictionless e-tailers,Qualification,Existing Customer - Upgrade,55,Opp-471
ACC-189,107000,2025-02-11,2024-12-12T05:23:58+0200,Trade Show,Strategize strategic channels,Qualification,Existing Customer - Downgrade,75,Opp-472
ACC-189,156000,2024-12-18,2024-01-09T12:58:00+0200,Trade Show,Transition strategic e-markets,Needs Analysis,Existing Customer - Upgrade,35,Opp-473
ACC-189,175000,2024-12-26,2022-10-07T14:12:00+0200,Partner Referral,Syndicate 24/7 e-business,Negotiation/Review,Existing Customer - Replacement,40,Opp-474
ACC-189,175000,2024-07-17,2023-09-06T21:56:00+0200,Partner Referral,Embrace cross-media convergence,Proposal/Price Quote,New Customer,100,Opp-475
ACC-189,90000,2024-09-21,2025-03-06T06:27:00+0200,Direct Mail,Monetize interactive content,Qualification,Existing Customer - Upgrade,70,Opp-476
ACC-190,56000,2024-05-15,2022-02-05T13:32:00+0200,Phone Inquiry,Syndicate compelling web-readiness,Proposal/Price Quote,Existing Customer - Downgrade,20,Opp-477
ACC-190,151000,2024-07-31,2023-04-09T16:56:00+0200,Web,Exploit back-end partnerships,Perception Analysis,Existing Customer - Downgrade,20,Opp-478
ACC-190,157000,2024-07-25,2024-08-01T15:40:00+0200,Trade Show,Scale back-end web services,Id. Decision Makers,Existing Customer - Downgrade,70,Opp-479
ACC-190,207000,2024-10-18,2022-11-04T00:06:00+0200,Other,Disintermediate ubiquitous niches,Perception Analysis,Existing Customer - Downgrade,55,Opp-480
ACC-190,99000,2024-11-06,2024-12-08T11:46:00+0200,Phone Inquiry,Leverage revolutionary e-services,Closed Won,Existing Customer - Replacement,5,Opp-481
ACC-190,10000,2024-04-17,2020-08-02T09:29:00+0200,Web,Engineer innovative action-items,Perception Analysis,Existing Customer - Replacement,5,Opp-482
ACC-191,31000,2025-02-15,2020-01-12T14:46:00+0200,Phone Inquiry,Redefine rich synergies,Perception Analysis,Existing Customer - Downgrade,45,Opp-483
ACC-191,16000,2024-09-28,2024-08-02T17:42:00+0200,Other,Envisioneer turn-key experiences,Prospecting,Existing Customer - Replacement,55,Opp-484
ACC-191,73000,2024-05-26,2022-03-07T05:35:00+0200,Other,Iterate innovative e-services,Id. Decision Makers,Existing Customer - Replacement,15,Opp-485
ACC-192,73000,2024-07-29,2020-06-03T16:59:00+0200,Web,Evolve ubiquitous niches,Proposal/Price Quote,Existing Customer - Upgrade,30,Opp-486
ACC-192,16000,2024-08-17,2024-01-12T12:02:00+0200,Partner Referral,Redefine transparent supply-chains,Perception Analysis,Existing Customer - Upgrade,75,Opp-487
ACC-192,129000,2025-01-16,2020-04-11T07:38:00+0200,Partner Referral,Generate distributed content,Value Proposition,Existing Customer - Downgrade,30,Opp-488
ACC-192,116000,2025-01-22,2021-07-04T22:11:00+0200,Trade Show,Transition leading-edge web-readiness,Needs Analysis,Existing Customer - Upgrade,55,Opp-489
ACC-193,61000,2024-11-06,2023-09-04T08:32:00+0200,Web,Matrix clicks-and-mortar users,Closed Lost,Existing Customer - Upgrade,35,Opp-490
ACC-193,191000,2024-08-15,2021-05-12T15:44:00+0200,Direct Mail,Embrace e-business vortals,Qualification,Existing Customer - Replacement,85,Opp-491
ACC-193,238000,2024-12-06,2020-08-11T18:31:00+0200,Other,Target visionary convergence,Id. Decision Makers,Existing Customer - Downgrade,10,Opp-492
ACC-194,135000,2025-02-22,2021-07-03T01:52:00+0200,Web,Streamline 24/7 applications,Id. Decision Makers,Existing Customer - Downgrade,90,Opp-493
ACC-194,21000,2024-11-05,2020-11-08T02:23:58+0200,Partner Referral,Matrix granular e-commerce,Closed Lost,Existing Customer - Replacement,20,Opp-494
ACC-195,13000,2024-05-03,2024-08-01T08:17:00+0200,Phone Inquiry,Deploy frictionless e-commerce,Closed Won,Existing Customer - Downgrade,15,Opp-495
ACC-195,88000,2024-05-22,2024-11-08T22:59:00+0200,Partner Referral,Enhance real-time niches,Negotiation/Review,Existing Customer - Downgrade,35,Opp-496
ACC-197,203000,2024-12-05,2024-10-12T23:44:00+0200,Partner Referral,Benchmark seamless channels,Perception Analysis,Existing Customer - Upgrade,40,Opp-497
ACC-197,205000,2024-07-31,2024-10-08T04:18:00+0200,Trade Show,Incubate magnetic experiences,Prospecting,Existing Customer - Downgrade,5,Opp-498
ACC-198,79000,2024-10-30,2023-05-01T09:29:00+0200,Other,Facilitate transparent experiences,Perception Analysis,Existing Customer - Downgrade,30,Opp-499
ACC-199,212000,2024-08-21,2024-10-05T22:25:00+0200,Partner Referral,Empower best-of-breed info-mediaries,Negotiation/Review,New Customer,20,Opp-500
ACC-200,83000,2024-12-16,2023-08-03T21:49:00+0200,Partner Referral,Visualize e-business roi,Proposal/Price Quote,New Customer,70,Opp-501
ACC-200,55000,2025-01-08,2022-05-06T11:53:00+0200,Phone Inquiry,Engage turn-key channels,Value Proposition,New Customer,80,Opp-502
ACC-200,213000,2025-01-14,2023-04-08T06:33:00+0200,Trade Show,Grow innovative convergence,Closed Lost,New Customer,15,Opp-503
ACC-200,141000,2024-08-07,2021-07-02T06:33:00+0200,Other,Enable cross-platform markets,Proposal/Price Quote,Existing Customer - Replacement,60,Opp-504
ACC-200,186000,2024-06-25,2023-06-07T12:17:00+0200,Other,Iterate bleeding-edge info-mediaries,Perception Analysis,Existing Customer - Replacement,50,Opp-505
ACC-201,141000,2024-10-02,2022-02-08T09:29:00+0200,Web,Iterate turn-key convergence,Qualification,Existing Customer - Upgrade,40,Opp-506
ACC-201,22000,2024-12-14,2021-03-11T01:18:00+0200,Phone Inquiry,Orchestrate frictionless relationships,Needs Analysis,Existing Customer - Replacement,40,Opp-507
ACC-202,79000,2024-07-05,2022-12-10T14:28:00+0200,Trade Show,Re-contextualize b2c convergence,Negotiation/Review,Existing Customer - Replacement,70,Opp-508
ACC-202,80000,2024-12-17,2022-10-08T04:41:00+0200,Other,Enable scalable platforms,Closed Lost,Existing Customer - Replacement,80,Opp-509
ACC-202,74000,2024-12-21,2021-01-04T10:45:00+0200,Direct Mail,Enhance cross-platform markets,Id. Decision Makers,Existing Customer - Upgrade,75,Opp-510
ACC-202,65000,2024-11-02,2021-07-01T15:40:00+0200,Partner Referral,Iterate leading-edge architectures,Closed Lost,Existing Customer - Replacement,70,Opp-511
ACC-202,178000,2024-03-30,2022-05-08T23:19:00+0200,Partner Referral,Benchmark best-of-breed eyeballs,Needs Analysis,New Customer,100,Opp-512
ACC-202,80000,2024-09-03,2022-07-13T07:41:00+0200,Web,Re-contextualize virtual eyeballs,Needs Analysis,New Customer,50,Opp-513
ACC-203,161000,2024-12-09,2022-06-12T09:11:00+0200,Phone Inquiry,Redefine magnetic metrics,Prospecting,New Customer,55,Opp-514
ACC-203,178000,2024-04-04,2021-07-08T00:08:58+0200,Other,Deploy value-added relationships,Closed Won,Existing Customer - Upgrade,90,Opp-515
ACC-203,221000,2024-09-03,2021-01-04T01:12:00+0200,Phone Inquiry,Morph interactive solutions,Perception Analysis,Existing Customer - Replacement,90,Opp-516
ACC-204,143000,2025-03-10,2021-08-03T01:56:00+0200,Direct Mail,Enable collaborative eyeballs,Closed Lost,New Customer,85,Opp-517
ACC-205,197000,2024-10-22,2021-10-08T02:32:00+0200,Partner Referral,Leverage cutting-edge synergies,Prospecting,Existing Customer - Upgrade,55,Opp-518
ACC-205,219000,2024-12-26,2025-02-05T18:17:58+0200,Phone Inquiry,Maximize collaborative experiences,Closed Won,New Customer,100,Opp-519
ACC-205,185000,2024-10-12,2020-01-08T09:35:00+0200,Partner Referral,Embrace bricks-and-clicks e-commerce,Qualification,Existing Customer - Downgrade,85,Opp-520
ACC-205,104000,2025-03-06,2024-05-02T23:23:00+0200,Other,Envisioneer impactful technologies,Id. Decision Makers,Existing Customer - Replacement,80,Opp-521
ACC-206,16000,2024-10-22,2021-07-02T05:46:00+0200,Direct Mail,Visualize cross-platform vortals,Prospecting,Existing Customer - Upgrade,20,Opp-522
ACC-207,124000,2024-11-19,2022-07-03T19:57:00+0200,Web,Utilize next-generation roi,Needs Analysis,Existing Customer - Upgrade,90,Opp-523
ACC-207,63000,2024-10-04,2021-02-02T10:05:00+0200,Phone Inquiry,Enable viral technologies,Id. Decision Makers,Existing Customer - Downgrade,85,Opp-524
ACC-207,203000,2024-10-10,2023-06-11T01:43:00+0200,Trade Show,Synergize revolutionary mindshare,Negotiation/Review,New Customer,5,Opp-525
ACC-207,105000,2024-06-08,2023-03-11T16:14:00+0200,Partner Referral,Evolve viral markets,Closed Won,Existing Customer - Upgrade,95,Opp-526
ACC-207,224000,2024-11-12,2023-03-10T00:53:00+0200,Other,Engineer real-time networks,Closed Lost,Existing Customer - Downgrade,5,Opp-527
ACC-208,181000,2024-08-28,2021-02-06T01:45:00+0200,Direct Mail,Facilitate compelling web services,Value Proposition,New Customer,0,Opp-528
ACC-208,161000,2024-08-07,2020-02-09T23:26:00+0200,Partner Referral,Optimize innovative markets,Closed Lost,Existing Customer - Replacement,5,Opp-529
ACC-208,102000,2024-04-12,2024-08-31T18:47:00+0200,Trade Show,Target end-to-end users,Value Proposition,Existing Customer - Downgrade,75,Opp-530
ACC-209,133000,2024-11-27,2022-01-05T19:38:00+0200,Partner Referral,Mesh clicks-and-mortar architectures,Perception Analysis,Existing Customer - Replacement,60,Opp-531
ACC-209,131000,2024-04-01,2024-06-03T11:03:00+0200,Trade Show,Deliver e-business content,Prospecting,Existing Customer - Downgrade,65,Opp-532
ACC-209,133000,2024-06-21,2023-01-10T01:47:00+0200,Direct Mail,Orchestrate viral models,Perception Analysis,Existing Customer - Upgrade,90,Opp-533
ACC-209,228000,2024-07-06,2021-11-11T15:00:00+0200,Direct Mail,Iterate visionary roi,Closed Lost,Existing Customer - Replacement,40,Opp-534
ACC-210,225000,2024-08-01,2023-04-02T03:53:00+0200,Partner Referral,Exploit end-to-end content,Value Proposition,Existing Customer - Replacement,5,Opp-535
ACC-210,110000,2024-12-19,2024-06-03T00:40:00+0200,Web,Synthesize one-to-one interfaces,Id. Decision Makers,New Customer,30,Opp-536
ACC-210,246000,2024-12-24,2020-07-11T00:31:00+0200,Other,Re-intermediate compelling bandwidth,Qualification,Existing Customer - Downgrade,10,Opp-537
ACC-211,142000,2024-06-16,2022-06-09T16:36:00+0200,Phone Inquiry,Redefine virtual systems,Perception Analysis,New Customer,35,Opp-538
ACC-211,122000,2024-05-08,2025-01-03T14:35:00+0200,Partner Referral,Optimize cutting-edge supply-chains,Id. Decision Makers,Existing Customer - Replacement,55,Opp-539
ACC-212,151000,2024-12-24,2025-01-04T22:23:00+0200,Web,Facilitate seamless synergies,Prospecting,Existing Customer - Downgrade,30,Opp-540
ACC-212,14000,2024-11-17,2023-04-06T00:51:00+0200,Web,Grow open-source functionalities,Id. Decision Makers,Existing Customer - Downgrade,90,Opp-541
ACC-213,19000,2024-11-19,2022-06-04T06:15:00+0200,Direct Mail,Productize dot-com platforms,Needs Analysis,Existing Customer - Replacement,60,Opp-542
ACC-213,205000,2025-01-09,2021-04-05T01:02:00+0200,Web,Synergize one-to-one roi,Closed Lost,New Customer,20,Opp-543
